"","SCode","total_35_64","geometry"
"484","0109934",506,c(-118.563679999685, 34.2532700003418)
"485","0109942",476,c(-118.182550000476, 34.1029399996761)
"486","0109975",1191,c(-124.099860000284, 40.8794099995672)
"487","0109991",144,c(-119.789259999628, 36.7806300002652)
"488","0110007",1312,c(-122.134650000038, 37.1702000001579)
"489","0110023",1127,c(-123.222389999883, 39.1613100001198)
"490","0110064",73,c(-117.361020000526, 34.5127000001029)
"491","0110072",701,c(-121.528130000356, 39.5062699999866)
"492","0110080",74,c(-121.152190000449, 37.4706799996934)
"493","0110098",135,c(-118.180029999726, 34.5645500000792)
"494","0110106",253,c(-117.577770000497, 33.8790710001386)
"495","0110114",194,c(-117.198839999479, 32.9544299997629)
"496","0110122",254,c(-117.292340000082, 33.2641399998814)
"497","0110155",1056,c(-120.020770000237, 38.8602400000223)
"498","0110189",548,c(-122.279050000217, 37.8181800004318)
"499","0110205",42,c(-119.823310000297, 36.2915099995667)
"500","0110221",1314,c(-122.363000000002, 40.6738400001833)
"501","0110239",433,c(-122.16141999965, 37.7471299998746)
"502","0110247",530,c(-122.224280000336, 37.7919999995601)
"503","0110254",548,c(-122.263999999457, 37.8471000001053)
"504","0110270",106,c(-119.683879999657, 36.8344299996005)
"505","0110304",401,c(-118.263010018381, 34.0618410120883)
"506","0110320",306,c(-118.321479999555, 33.8257800001421)
"507","0110338",510,c(-121.815660000473, 39.7616520003923)
"508","0110395",78,c(-119.896500000248, 36.9252800003352)
"509","0110460",329,c(-122.0280399997, 37.61511000034)
"510","0110478",329,c(-122.028030000357, 37.6147700000513)
"511","0110486",304,c(-120.515299999921, 35.0153399998458)
"512","0110494",180,c(-121.792139999445, 37.9999000000245)
"513","0110502",339,c(-119.021409999599, 34.2124300002878)
"514","0110510",631,c(-121.534090000319, 39.473380000418)
"515","0110528",218,c(-121.758550000114, 37.9195600000612)
"516","0110551",315,c(-121.955259999634, 39.7807699995985)
"517","0110569",311,c(-117.15564000014, 34.0744100004415)
"518","0110577",177,c(-117.23487000025, 33.7604200001452)
"519","0110585",177,c(-117.212739999855, 33.7953600000854)
"520","0110593",146,c(-120.934630000045, 37.6909700000758)
"521","0110601",266,c(-117.198639999741, 33.678269999675)
"522","0110627",232,c(-117.568310000223, 33.9536199996303)
"523","0110635",232,c(-117.568099999831, 33.9583800001212)
"524","0110643",232,c(-117.567550000002, 33.9596999998981)
"525","0110668",401,c(-118.263719999666, 34.0297800002933)
"526","0110684",177,c(-121.690320000524, 37.9918099995967)
"527","0110692",71,c(-119.045219999777, 36.0953599996336)
"528","0110700",197,c(-121.947460000261, 37.3985000000092)
"529","0110718",167,c(-117.402660000067, 34.4956799997858)
"530","0110726",354,c(-117.698879999636, 33.9745600000991)
"531","0110734",133,c(-120.926520000508, 37.5922899995983)
"532","0110759",253,c(-117.564440000391, 33.917289999971)
"533","0110767",9,c(-119.013160000417, 35.2833100001897)
"534","0110775",9,c(-119.047089999543, 35.2821899996775)
"535","0110783",288,c(-117.297070000151, 34.1115700003433)
"536","0110791",25,c(-116.315120000399, 33.759099999718)
"537","0110833",352,c(-117.157628959401, 33.5117158551635)
"538","0110858",50,c(-119.572469999964, 36.0965199999568)
"539","0110866",58,c(-117.237489999756, 34.4847500003944)
"540","0110940",86,c(-119.325399999714, 36.2928199998065)
"541","0110957",80,c(-120.017800000263, 36.9369000003784)
"542","0110965",79,c(-120.065879999799, 36.9403499998142)
"543","0110973",494,c(-122.359409999456, 37.9291799995889)
"544","0110981",47,c(-119.625470000391, 36.3495400002926)
"545","0110999",19,c(-119.148150000462, 35.4179299997524)
"546","0111005",341,c(-116.818319999794, 32.8599700000898)
"547","0111021",24,c(-116.301189999597, 33.731799999817)
"548","0111039",510,c(-121.858419999901, 39.7593799996079)
"549","0111047",422,c(-117.759180000248, 34.0526599996267)
"550","0111054",444,c(-117.77769000009, 34.0706099999585)
"551","0111088",96,c(-121.315530000048, 36.4369300003453)
"552","0111096",36,c(-116.693900000016, 35.2533700000428)
"553","0111104",494,c(-121.3506199999, 38.7081500003255)
"554","0111112",368,c(-121.429980000021, 38.3826799996587)
"555","0111138",391,c(-121.511479999508, 38.6678799999599)
"556","0111153",91,c(-119.639670000488, 36.7950799997835)
"557","0111187",294,c(-117.108859999888, 33.0268700003462)
"558","0111195",340,c(-117.080030000428, 33.124500000456)
"559","0111203",1122,c(-124.166240000384, 40.7997299998797)
"560","0111211",384,c(-118.31790000024, 34.0099900003787)
"561","0111237",232,c(-117.259089999632, 33.2150299999474)
"562","0111245",16,c(-119.117710000514, 35.3648000003655)
"563","0111252",146,c(-117.324010000228, 33.8796199997074)
"564","0111278",407,c(-121.285029999824, 38.5735099996419)
"565","0111286",193,c(-121.273059999531, 38.0461299998443)
"566","0111294",105,c(-120.605289999696, 37.3892000002639)
"567","0111310",183,c(-121.303639999441, 37.9241199998265)
"568","0111328",193,c(-121.312459999729, 38.010540000326)
"569","0111336",176,c(-121.283770000035, 37.9620400003977)
"570","0111344",186,c(-121.228350000307, 37.9543399997276)
"571","0111351",176,c(-121.265670000544, 37.9665700004213)
"572","0111369",254,c(-121.249210000233, 37.9325300000788)
"573","0111377",102,c(-118.195040000253, 34.849950000412)
"574","0111385",357,c(-121.287779999622, 38.8436700002182)
"575","0111393",798,c(-122.316429999509, 40.3910399998668)
"576","0111401",349,c(-121.708970000412, 38.5589500003989)
"577","0111419",241,c(-121.303900000426, 38.1498700003438)
"578","0111427",688,c(-122.481699999907, 37.7396499999929)
"579","0111435",133,c(-121.80159000009, 36.6753700002989)
"580","0111443",78,c(-119.896500000248, 36.9252800003352)
"581","0111468",260,c(-117.196339999665, 33.1006600001579)
"582","0111476",530,c(-122.226610000368, 37.7820700002495)
"583","0111484",465,c(-118.279440000505, 34.0714100003697)
"584","0111492",401,c(-118.273759999662, 34.0013599996271)
"585","0111500",401,c(-118.272129999761, 34.0368699999652)
"586","0111518",320,c(-118.264949999945, 33.9302699995516)
"587","0111575",426,c(-118.243919999879, 34.012660000146)
"588","0111583",401,c(-118.275440000252, 34.017939999671)
"589","0111625",320,c(-118.264179999993, 33.9180200004454)
"590","0111641",383,c(-118.322489999763, 33.9937400003895)
"591","0111658",476,c(-118.169959999757, 34.0638699997244)
"592","0111666",241,c(-117.927829999795, 33.6806199997624)
"593","0111674",916,c(-122.241780000051, 40.5612399998184)
"594","0111682",1123,c(-118.918000000515, 36.7870800004281)
"595","0111708",1135,c(-124.076059999894, 40.8631199999528)
"596","0111724",819,c(-120.911829999662, 38.6696399996846)
"597","0111732",362,c(-121.374260000221, 38.4087600002233)
"598","0111757",450,c(-121.399540000353, 38.5537000001444)
"599","0111765",497,c(-122.285119999647, 37.7825499997451)
"600","0111773",342,c(-120.417180000231, 34.8659000001951)
"601","0111799",523,c(-122.121191993115, 37.6884264672137)
"602","0111815",645,c(-122.017589999426, 37.6535999997322)
"603","0111831",168,c(-116.972990000227, 32.6091600001032)
"604","0111856",530,c(-122.248779999802, 37.8113699996164)
"605","0111864",205,c(-117.112770000449, 32.7608899995911)
"606","0111872",102,c(-118.18465999987, 34.6753199998086)
"607","0111880",435,c(-121.972609999756, 37.3029700000584)
"608","0111898",174,c(-117.130117998524, 32.7200505534327)
"609","0111906",174,c(-117.130510000367, 32.7110299999385)
"610","0111914",333,c(-117.615310000312, 33.6233500001828)
"611","0111955",310,c(-118.265819999493, 33.7763999999016)
"612","0111971",465,c(-118.292600000224, 34.0730000001703)
"613","0111989",465,c(-118.308170000248, 34.0703099999942)
"614","0111997",348,c(-118.195179999684, 33.9849399999671)
"615","0112003",384,c(-118.316189999949, 34.060979999942)
"616","0112011",401,c(-118.275609999767, 34.0179799999868)
"617","0112029",401,c(-118.261189999698, 34.0578700001145)
"618","0112037",489,c(-118.370659999758, 34.1705800001243)
"619","0112045",418,c(-118.442570000526, 34.25070999962)
"620","0112052",401,c(-118.449520000327, 34.2166099997448)
"621","0112060",482,c(-118.473200000175, 34.1617299999662)
"622","0112078",342,c(-121.528159999932, 38.4169500000311)
"623","0112086",73,c(-117.372139999527, 34.5377000001748)
"624","0112094",149,c(-117.215330000229, 33.8162400001995)
"625","0112102",160,c(-117.233730000396, 33.890769999828)
"626","0112128",348,c(-118.226400000005, 33.9899800003813)
"627","0112144",330,c(-118.356620000452, 33.892110000206)
"628","0112169",478,c(-121.340279999589, 38.6340389996117)
"629","0112177",302,c(-121.929690000039, 36.6054800000746)
"630","0112185",50,c(-119.225450000456, 35.774749999605)
"631","0112201",460,c(-118.219809999505, 34.0666100002599)
"632","0112235",460,c(-118.245489999804, 34.110890000077)
"633","0112276",1250,c(-120.282280000565, 38.010369999633)
"634","0112284",372,c(-118.788439999668, 34.2776399997853)
"635","0112292",130,c(-120.958900000499, 37.6087999999435)
"636","0112300",1628,c(-123.305759999446, 39.3375600001757)
"637","0112318",31,c(-115.472509999576, 32.6764599996745)
"638","0112367",1692,c(-121.046320000173, 39.2365199999687)
"639","0112383",124,c(-121.055050000183, 37.6244899999764)
"640","0112417",378,c(-119.291359999521, 34.3011799995909)
"641","0112425",391,c(-121.546139999426, 38.6546299999077)
"642","0112441",174,c(-117.308390000474, 34.4171099996786)
"643","0112458",49,c(-119.486590000317, 35.8864529996782)
"644","0112508",320,c(-118.305532999652, 33.92858200038)
"645","0112565",183,c(-121.307919999556, 37.8981699997597)
"646","0112573",146,c(-120.9296200004, 37.7371900002537)
"647","0112607",497,c(-122.268380000147, 37.804680000433)
"648","0112615",120,c(-120.536049999638, 37.3289300002361)
"649","0112623",330,c(-121.546479999958, 38.9920100000575)
"650","0112631",351,c(-119.166570000001, 34.2437600002037)
"651","0112649",25,c(-116.199889999862, 33.6756999998568)
"652","0112656",972,c(-122.452529999922, 40.4745599995658)
"653","0112664",481,c(-122.050739999576, 38.265840000091)
"654","0112698",372,c(-118.797999999781, 34.2758800004432)
"655","0112706",372,c(-118.797999999781, 34.2758800004432)
"656","0112714",139,c(-118.043529999463, 34.5586099997973)
"657","0112722",470,c(-122.210199999925, 37.4867700004504)
"658","0112748",282,c(-117.670000000537, 33.4799099998132)
"659","0112763",530,c(-122.216549999997, 37.7849799996833)
"660","0112789",433,c(-122.166099999522, 37.7458700001983)
"661","0112797",530,c(-122.193050000312, 37.7616200000341)
"662","0112813",433,c(-122.173969999801, 37.7371299996764)
"663","0112870",401,c(-118.261390000143, 34.0579300004497)
"664","0112896",141,c(-121.834090000089, 36.6261999996159)
"665","0112987",1368,c(-122.887750000192, 38.4732399999612)
"666","0113027",12,c(-118.833659999612, 35.1857699999714)
"667","0113043",86,c(-119.58259000056, 36.7131899998426)
"668","0113050",94,c(-120.046780000125, 36.9872500002653)
"669","0113068",306,c(-121.304409999481, 38.879139999757)
"670","0113076",104,c(-120.241520000122, 37.1302999998731)
"671","0113084",481,c(-122.041820000527, 38.2906299997972)
"672","0113092",436,c(-122.132730000308, 38.1701999998383)
"673","0113100",270,c(-117.317290000293, 33.6961200004197)
"674","0113118",428,c(-121.901769999784, 37.7692399998872)
"675","0113134",318,c(-121.610289999592, 39.0883900004387)
"676","0113142",69,c(-119.570930000096, 36.5113399998449)
"677","0113159",214,c(-117.018350000015, 33.7683200003312)
"678","0113167",28,c(-119.340830000265, 35.5791799997137)
"679","0113183",1294,c(-122.567920000065, 38.0263700000219)
"680","0113191",196,c(-117.137708999975, 33.7414759998591)
"681","0113209",408,c(-121.493599999908, 38.4970999995778)
"682","0113241",34,c(-118.060598959795, 36.6027569990062)
"683","0113274",331,c(-121.591159999743, 39.1478699995542)
"684","0113332",532,c(-122.334029999675, 37.5140100003511)
"685","0113357",109,c(-121.306260000116, 37.8012700003729)
"686","0113381",334,c(-117.624139999964, 33.5020700001079)
"687","0113399",442,c(-121.204410000362, 38.7518400002839)
"688","0113407",1118,c(-122.402250000059, 40.6198000001177)
"689","0113423",362,c(-117.445240000132, 34.1204199996597)
"690","0113431",308,c(-121.873939999713, 37.2910400003552)
"691","0113464",659,c(-118.158710000404, 34.198619999563)
"692","0113472",854,c(-118.111949999752, 34.191980000337)
"693","0113498",192,c(-117.254839999805, 33.1177100004157)
"694","0113506",793,c(-122.709270000075, 38.4011799999286)
"695","0113514",236,c(-117.328720000221, 33.2388200002739)
"696","0113522",232,c(-117.302909999651, 33.2414299995549)
"697","0113530",755,c(-122.714260000181, 38.4468700002701)
"698","0113548",98,c(-119.733500000555, 36.8900400001072)
"699","0113555",98,c(-119.733500000197, 36.8907099997285)
"700","0113563",106,c(-119.640720000279, 36.8619600003255)
"701","0113571",530,c(-121.105880000125, 38.6559700001514)
"702","0113589",428,c(-121.894439999502, 37.7538299996259)
"703","0113597",150,c(-117.499329999791, 33.9067500002368)
"704","0113605",126,c(-117.481920000514, 33.8718899996959)
"705","0113621",530,c(-121.090160000214, 38.651330000008)
"706","0113639",52,c(-119.321659999601, 36.2339799997408)
"707","0113647",204,c(-117.47003000008, 33.7558399996629)
"708","0113654",232,c(-117.585530000403, 33.9648199999875)
"709","0113662",308,c(-121.821820000537, 37.2847399998716)
"710","0113688",372,c(-117.520229999741, 34.1128899999376)
"711","0113696",334,c(-117.10769000004, 33.4640500004336)
"712","0113704",200,c(-121.886540000057, 37.3216800000437)
"713","0113712",311,c(-117.914380000274, 33.8205500002451)
"714","0113738",19,c(-119.137349999936, 35.4169199999383)
"715","0113746",196,c(-117.148030000437, 33.724089999563)
"716","0113753",37,c(-116.175619999914, 33.6751799998887)
"717","0113761",187,c(-121.740489999692, 38.0001900003731)
"718","0113779",73,c(-117.341740000531, 34.5127100000623)
"719","0113787",361,c(-121.795630000236, 38.6844400003341)
"720","0113795",136,c(-120.946420000061, 37.722299999968)
"721","0113803",134,c(-120.926880000298, 37.6825400002227)
"722","0113811",154,c(-119.818880000032, 36.7879399999274)
"723","0113829",122,c(-119.734770000064, 36.7380600001207)
"724","0113837",42,c(-117.959310000099, 35.1106100000317)
"725","0113852",136,c(-120.953550000528, 37.7343900001536)
"726","0113878",431,c(-121.445729999424, 38.6509299997431)
"727","0113894",659,c(-118.135019999664, 34.2049499999145)
"728","0113928",31,c(-117.332680000254, 34.5991599998359)
"729","0113936",368,c(-117.021210000288, 33.9534599997064)
"730","0113944",362,c(-117.471940000097, 34.0863799995738)
"731","0113951",16,c(-119.111489999687, 35.3170999999965)
"732","0113977",351,c(-119.168700000381, 34.2417700002579)
"733","0113985",21,c(-115.475630000086, 32.6896800000905)
"734","0113993",110,c(-119.908929999828, 36.7994800002902)
"735","0114009",168,c(-116.97478000032, 32.6116000004015)
"736","0114025",170,c(-117.089559999976, 32.7028700004107)
"737","0114033",174,c(-117.126170000066, 32.6977700001184)
"738","0114041",170,c(-117.102860000397, 32.7417000000327)
"739","0114058",267,c(-117.130719999792, 33.6097500001204)
"740","0114066",196,c(-117.141590000307, 33.7121999996189)
"741","0114074",139,c(-120.478089999909, 37.2773300004463)
"742","0114090",334,c(-117.378250000532, 34.4114799996306)
"743","0114108",246,c(-117.365860000038, 34.404259999811)
"744","0114140",38,c(-121.436069999617, 37.7377200004253)
"745","0114157",252,c(-117.450720000427, 34.008590000365)
"746","0114165",28,c(-119.282480000001, 35.9720300004247)
"747","0114181",177,c(-117.372760000178, 34.0027099996086)
"748","0114199",401,c(-118.269520000518, 34.0547399996976)
"749","0114207",317,c(-121.653020000485, 39.1381599997438)
"750","0114223",545,c(-122.331479999857, 40.3580140003062)
"751","0114256",376,c(-117.038790000516, 34.0287199997154)
"752","0114264",232,c(-117.25400999988, 33.2125400002884)
"753","0114272",431,c(-121.489189999655, 38.6462600003349)
"754","0114314",1692,c(-121.042029999439, 39.2328899998855)
"755","0114322",1506,c(-121.082850000294, 39.2264899996721)
"756","0114330",1150,c(-121.134490000026, 39.2528200003822)
"757","0114348",71,c(-119.037730000555, 36.0921799998426)
"758","0114355",110,c(-119.729750000066, 36.7679199998145)
"759","0114363",497,c(-122.26542999949, 37.8001200001201)
"760","0114371",424,c(-121.287279999733, 38.8034099995754)
"761","0114389",246,c(-117.354200000077, 34.4258900001822)
"762","0114421",323,c(-122.14998999996, 37.6746600001887)
"763","0114439",452,c(-118.552779999718, 34.4158299998853)
"764","0114462",170,c(-117.11007999982, 32.7499800003142)
"765","0114470",426,c(-122.332709999975, 37.98869999965)
"766","0114496",618,c(-121.569790000114, 36.9725300002248)
"767","0114504",24,c(-116.300129999808, 33.7334900000474)
"768","0114512",33,c(-117.975439999703, 35.1384800000165)
"769","0114546",381,c(-121.537019999506, 38.4939499995819)
